Empresa;Data;Situacao;Usuario;Solicitação;Nr_nf;Sku;Dt_Preventrega;Pedido;Ds_Prioridade;Ds_Compra;Vl_Solicitacao_Total;Cod_Ccusto;Obs_lin1;Obs_lin2;Obs_lin3;Obs_lin4
821;27/06/2024;APROVADA;1856;5677;;181844;10/07/2024;21288;NORMAL;REALIZADA;51618.0;403070000;NF 97/A1 -VENCIMENTO 30/06/2024;;;
1;27/06/2024;APROVADA;1856;5678;13629.0;703179;10/07/2024;21289;NORMAL;REALIZADA;797546.99;FACILITIES;NF 13629;;;
1;27/06/2024;APROVADA;1857;5683;253.0;723993;28/06/2024;21134;NORMAL;REALIZADA;680.08;FACILITIES;NF 253 - PAGAMENTO DA NF JA REALIZADO COM O CARTAO CORPORATIVO;;;
1;27/06/2024;APROVADA;1857;5685;;5013729;28/06/2024;21128;NORMAL;REALIZADA;8750.0;FACILITIES;NF 26 - BOLETO PARA 10/07;;;
1;27/06/2024;APROVADA;1857;5686;12633.0;5013829;12/07/2024;21344;NORMAL;PENDENTE;99.8;FACILITIES;SEGUIR CONFORME O LINK NO EMAIL;;;
25;27/06/2024;APROVADA;1857;5689;;89677;28/06/2024;21130;NORMAL;REALIZADA;4550.0;FACILITIES;NF 18 - DEPOSITO PARA 10/07;;;
10;27/06/2024;APROVADA;1856;5694;63853.0;5003077;12/08/2024;21957;NORMAL;PENDENTE;1548.98;FACILITIES;LINK DOS MATERIAIS ENVIADOS POR EMAIL;;;
25;27/06/2024;APROVADA;1856;5695;310093.0;5004508;10/07/2024;21304;NORMAL;PENDENTE;139.8;FACILITIES;SEGUIR O MODLEO ENVIADO POR EMAIL;;;
25;28/06/2024;APROVADA;1857;5697;;623;28/06/2024;21145;NORMAL;REALIZADA;14911.11;FACILITIES;NF 17 - DEPOSITO PARA 10/07;;;
402;28/06/2024;APROVADA;1856;5700;;525457;01/07/2024;21151;NORMAL;REALIZADA;485.48;FACILITIES;NF 15903 - PAGAMENTO PARA 05/07/2024;;;
18;28/06/2024;APROVADA;1857;5702;;534711;02/07/2024;21179;NORMAL;REALIZADA;950.0;FACILITIES;NF 6 - DEPOSITO PARA 03/07;;;
10;28/06/2024;APROVADA;1857;5705;;534711;01/07/2024;21153;NORMAL;REALIZADA;1700.0;FACILITIES;NF 1 - DEPOSITO PARA 04/07;;;
1;28/06/2024;APROVADA;1857;5706;;525457;02/07/2024;21174;NORMAL;REALIZADA;2193.0;FACILITIES;NF 07 - PAGAMENTO PARA 10/07;;;
25;01/07/2024;APROVADA;1857;5712;315609.0;5013845;03/07/2024;21200;NORMAL;REALIZADA;158.0;FACILITIES;NF 315609 - BOLETO PARA 03/07;;;
1;01/07/2024;APROVADA;1857;5715;1367.0;5013844;03/07/2024;21201;NORMAL;REALIZADA;640.0;FACILITIES;NF 1367 - VENCIMENTO 08/07;;;
9;01/07/2024;APROVADA;1857;5720;;623;03/07/2024;21204;NORMAL;REALIZADA;190.0;FACILITIES;NF  44 - VENCIMENTO PARA 05/07;;;
25;01/07/2024;APROVADA;1857;5722;;2105;01/07/2024;21155;NORMAL;REALIZADA;189.0;FACILITIES;NF 193759 - BOLETO PARA 17/07;;;
25;01/07/2024;APROVADA;1857;5727;;2105;03/07/2024;21203;NORMAL;REALIZADA;6532.75;FACILITIES;NF 2485 - BOLETO PARA 15/07;;;
1;01/07/2024;APROVADA;1857;5734;19715.0;5003497;10/07/2024;21299;NORMAL;PENDENTE;112.87;FACILITIES;SEGUIR A COMPRA CONFORME DESCRITO NO EMAIL.;;;
1;01/07/2024;APROVADA;1857;5737;;525457;03/07/2024;21206;NORMAL;REALIZADA;250.0;FACILITIES;NF 688 - BOLETO PARA 10/07;;;
29;01/07/2024;APROVADA;1857;5738;;525457;03/07/2024;21207;NORMAL;REALIZADA;250.0;FACILITIES;NF 687 - BOLETO PARA 10/07;;;
821;02/07/2024;APROVADA;1856;5748;41400.0;5002426;03/07/2024;21208;NORMAL;REALIZADA;15470.57;FACILITIES;NF 41400 - VENCIMENTO 29/07/2024;;;
1;02/07/2024;APROVADA;1856;5749;4859.0;5013867;03/07/2024;21209;NORMAL;REALIZADA;396.0;FACILITIES;NF 4859 - VENCIMENTO 08/07/2024;;;
25;02/07/2024;APROVADA;1856;5755;110260.0;5003540;16/07/2024;21473;NORMAL;PENDENTE;430.0;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
18;03/07/2024;APROVADA;1857;5769;;525457;03/07/2024;21220;NORMAL;REALIZADA;467.86;FACILITIES;NF 1113 - DEPOSITO PARA 25/07;;;
605;03/07/2024;APROVADA;1857;5770;;621;03/07/2024;21223;NORMAL;REALIZADA;408.01;FACILITIES;NF 30004 - BOLETO PARA 15/07;;;
1;03/07/2024;APROVADA;1857;5771;;621;03/07/2024;21222;NORMAL;REALIZADA;3787.72;FACILITIES;NF 30003 - BOLETO PARA 15/07;;;
402;03/07/2024;APROVADA;1857;5772;;621;03/07/2024;21221;NORMAL;REALIZADA;387.64;FACILITIES;NF 30002 - BOLETO PARA 15/07;;;
1;03/07/2024;APROVADA;1851;5773;573427.0;5008540;15/07/2024;21414;NORMAL;PENDENTE;13192.23;FACILITIES;;;;
841;03/07/2024;APROVADA;1857;5774;;621;03/07/2024;21226;NORMAL;REALIZADA;194.19;FACILITIES;NF 30006 - BOLETO PARA 15/07;;;
831;03/07/2024;APROVADA;1857;5775;;621;03/07/2024;21227;NORMAL;REALIZADA;387.64;FACILITIES;NF 30007 - BOLETO PARA 15/07;;;
801;03/07/2024;APROVADA;1857;5776;;621;03/07/2024;21225;NORMAL;REALIZADA;219.1;FACILITIES;NF 30005 - BOLETO PARA 15/07;;;
1;03/07/2024;APROVADA;1851;5777;295300.0;5006785;15/07/2024;21245;NORMAL;PENDENTE;16625.56;FACILITIES;;;;
1;03/07/2024;APROVADA;1851;5778;713699.0;5011437;12/07/2024;21241;NORMAL;PENDENTE;1146.05;FACILITIES;;;;
23;03/07/2024;APROVADA;1857;5779;;623;03/07/2024;21224;NORMAL;REALIZADA;350.0;FACILITIES;NF 1749 - BOLETO PARA 04/07;;;
11;03/07/2024;APROVADA;1857;5781;;525457;05/07/2024;21249;NORMAL;REALIZADA;580.0;FACILITIES;NF 25 - DEPOSITO PARA 12/07;;;
402;03/07/2024;APROVADA;1856;5786;;89677;05/07/2024;21252;NORMAL;REALIZADA;18000.0;FACILITIES;NF 307 - PAGAMENTO PARA 17/07/2024;;;
23;03/07/2024;APROVADA;1857;5788;;4126;05/07/2024;21253;NORMAL;REALIZADA;300.0;FACILITIES;NF 166 - DEPOSITO PARA 10/07;;;
25;03/07/2024;APROVADA;1856;5789;;623;05/07/2024;21267;NORMAL;REALIZADA;875.0;FACILITIES;NF 13 - PAGAMENTO PARA 01/08/2024;;;
821;03/07/2024;APROVADA;1857;5790;;5785;05/07/2024;21255;NORMAL;REALIZADA;1200.0;FACILITIES;NF 12229 - BOLETO PARA 16/07;;;
9;03/07/2024;APROVADA;1856;5791;18071.0;5003936;26/07/2024;21410;NORMAL;PENDENTE;180.0;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;03/07/2024;APROVADA;1856;5792;63409.0;5000404;15/07/2024;21409;NORMAL;PENDENTE;34.2;FACILITIES;;;;
1;04/07/2024;APROVADA;1856;5798;;534711;04/07/2024;21233;NORMAL;REALIZADA;17764.18;403010000;NF 365 - PAGAMENTO PARA 05/07/2024;;;
14;04/07/2024;APROVADA;1857;5799;;4126;05/07/2024;21254;NORMAL;REALIZADA;105.69;FACILITIES;NF 29629 - BOLETO PARA 04/07;;;
1;04/07/2024;APROVADA;1856;5800;709920.0;5007628;15/07/2024;21412;NORMAL;PENDENTE;195.6;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
821;04/07/2024;APROVADA;1856;5802;;5013874;05/07/2024;21262;NORMAL;REALIZADA;25773.57;403070000;PROGRAMAR PAGAMENTO PARA O DIA 11/07.;;;
821;04/07/2024;APROVADA;1856;5805;;89677;05/07/2024;21259;NORMAL;REALIZADA;6000.0;403070000;NF 27-E PAGAMENTO PARA 15/07;;;
1;04/07/2024;APROVADA;1857;5808;7635.0;5012722;05/07/2024;21263;NORMAL;REALIZADA;200.0;FACILITIES;NF 7635 - DEPOSITO PARA 18/07;;;
11;04/07/2024;APROVADA;1856;5813;7222.0;5008991;30/07/2024;21339;NORMAL;PENDENTE;385.0;FACILITIES;;;;
10;04/07/2024;APROVADA;1856;5818;95214.0;5008666;30/07/2024;21698;NORMAL;PENDENTE;148.0;FACILITIES;LINK COM O MODELO ENVIADO POR EMAIL;;;
30;05/07/2024;APROVADA;1857;5822;7692.0;5012722;05/07/2024;21271;NORMAL;REALIZADA;200.0;FACILITIES;NF 7692 - DEPOSITO PARA 19/07;;;
11;05/07/2024;APROVADA;1856;5825;9479.0;5013878;25/07/2024;21635;NORMAL;PENDENTE;25.58;FACILITIES;MODELO DO MATERIAL ENVIADO POR EMAIL;;;
9;05/07/2024;APROVADA;1857;5832;;2105;05/07/2024;21269;NORMAL;REALIZADA;334.3;FACILITIES;NF 101989 - BOLETO PARA 10/07;;;
24;05/07/2024;APROVADA;1857;5834;;534711;05/07/2024;21272;NORMAL;REALIZADA;480.0;FACILITIES;NF 21 - DEPOSITO PARA 15/07;;;
19;05/07/2024;APROVADA;1857;5836;;4126;05/07/2024;21270;NORMAL;REALIZADA;150.0;FACILITIES;NF 21236 - BOLETO PARA 10/07;;;
13;10/07/2024;APROVADA;1857;5843;;525457;11/07/2024;21317;NORMAL;REALIZADA;262.53;FACILITIES;NF 27270 - DEPOSITO PARA 01/08;;;
19;10/07/2024;APROVADA;1856;5850;1221.0;5012550;26/07/2024;21651;NORMAL;PENDENTE;133.56;FACILITIES;SEGUIR COM O PADRAO QUE TEMOS;;;
8;10/07/2024;APROVADA;1857;5851;;623;11/07/2024;21319;NORMAL;REALIZADA;4698.76;FACILITIES;NF 34 - PAGAMENTO PARA 24/07;;;
25;10/07/2024;APROVADA;1857;5852;;181844;11/07/2024;21330;NORMAL;REALIZADA;1615.06;FACILITIES;NF 2024/127 - BOLETO PARA 01/08;;;
821;10/07/2024;APROVADA;1856;5854;;534711;11/07/2024;21333;NORMAL;REALIZADA;7750.0;403070000;;;;
13;10/07/2024;APROVADA;1857;5855;2173.0;5007517;11/07/2024;21331;NORMAL;REALIZADA;1649.0;FACILITIES;NF 2173 - DEPOSITO PARA 17/07;;;
821;11/07/2024;APROVADA;1856;5864;;5013882;12/07/2024;21358;NORMAL;REALIZADA;45600.0;403070000;NF 81 - PAGAMENTO PARA 15/07/2024;;;
841;11/07/2024;APROVADA;1857;5871;;4126;16/07/2024;21448;NORMAL;REALIZADA;1050.0;FACILITIES;NF 206 - BOLETO PARA 30/07;;;
8;11/07/2024;APROVADA;1857;5874;;4126;16/07/2024;21438;NORMAL;REALIZADA;380.0;FACILITIES;NF 869 - PAGAMENTO PARA 25/07;;;
9;11/07/2024;APROVADA;1857;5875;;4126;16/07/2024;21439;NORMAL;REALIZADA;730.0;FACILITIES;NF 870 - PAGAMENTO PARA 25/07;;;
28;11/07/2024;APROVADA;1857;5878;;89677;16/07/2024;21443;NORMAL;REALIZADA;2800.0;FACILITIES;NF 311 - DEPOSITO PARA 25/07;;;
29;11/07/2024;APROVADA;1857;5880;;89677;16/07/2024;21445;NORMAL;REALIZADA;3200.0;FACILITIES;NF 312 - DEPOSITO PARA 25/07;;;
841;11/07/2024;APROVADA;1857;5881;;89677;16/07/2024;21446;NORMAL;REALIZADA;5500.0;FACILITIES;NF 313 - DEPOSITO PARA 25/07;;;
821;11/07/2024;APROVADA;1856;5886;;181844;26/07/2024;21653;NORMAL;REALIZADA;51618.0;403070000;NF 110/A1 - VENCIMENTO 30/07;;;
13;11/07/2024;APROVADA;1857;5891;4224.0;5006271;16/07/2024;21437;NORMAL;REALIZADA;3110.0;FACILITIES;NF 4224 - DEPOSITO PARA 19/07;;;
18;11/07/2024;APROVADA;1857;5894;;623;15/07/2024;21405;NORMAL;REALIZADA;4717.0;FACILITIES;NF 1115 - PAGAMENTO PARA 25/07;;;
841;12/07/2024;APROVADA;1857;5898;;2105;15/07/2024;21422;NORMAL;REALIZADA;165.0;FACILITIES;NF 713 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5901;;2105;15/07/2024;21423;NORMAL;REALIZADA;4700.0;FACILITIES;NF 715 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5904;;2105;15/07/2024;21424;NORMAL;REALIZADA;220.0;FACILITIES;NF 714 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5906;;2105;15/07/2024;21425;NORMAL;REALIZADA;4620.14;FACILITIES;NF 716 - BOLETO PARA 15/07;;;
1;12/07/2024;APROVADA;1857;5913;;89677;16/07/2024;21435;NORMAL;REALIZADA;703.5;FACILITIES;NF 877 - BOLETO PARA 19/07;;;
402;12/07/2024;APROVADA;1857;5914;;525457;16/07/2024;21436;NORMAL;REALIZADA;608.34;FACILITIES;NF 16010 - BOLETO PARA 05/08;;;
1;12/07/2024;APROVADA;1856;5916;185.0;5013912;26/07/2024;21656;ALTA;PENDENTE;146.0;FACILITIES;SEGUIR EXATAMENTE O  MODLEO ENVIADO POR EMAIL;;;
821;15/07/2024;APROVADA;1857;5926;35620.0;5011547;16/07/2024;21469;NORMAL;REALIZADA;5617.11;FACILITIES;NF 35620 - BOLETO PARA 30/07;;;
28;13/07/2024;APROVADA;1857;5934;;623;16/07/2024;21449;NORMAL;REALIZADA;8293.0;FACILITIES;NF 3877 - DEPOSITO PARA 22/07;;;
29;15/07/2024;APROVADA;1857;5936;;623;16/07/2024;21450;NORMAL;REALIZADA;8293.0;FACILITIES;NF 3876 - DEPOSITO PARA 22/07;;;
402;15/07/2024;APROVADA;1857;5938;;2105;16/07/2024;21451;NORMAL;REALIZADA;176.0;FACILITIES;NF 718 - PAGAMENTO PARA 15/07;;;
1;16/07/2024;APROVADA;1856;5948;1830991.0;5005221;25/07/2024;21606;NORMAL;PENDENTE;5211.2;FACILITIES;;;;
23;16/07/2024;APROVADA;1856;5956;;4126;16/07/2024;21472;NORMAL;REALIZADA;3750.0;FACILITIES;NF 47 - PAGAMNETO PARA  22/07;;;
10;16/07/2024;APROVADA;1856;5965;;623;17/07/2024;21482;NORMAL;REALIZADA;5069.0;FACILITIES;NF 141 - VENCIMENTO 18/07/2024;;;
1;17/07/2024;APROVADA;1856;5969;1640.0;5013933;01/08/2024;21697;NORMAL;PENDENTE;337.08;FACILITIES;LINK COM O MODELO ENVIADO POR EMAIL;;;
19;17/07/2024;APROVADA;1857;5970;;623;17/07/2024;21502;NORMAL;REALIZADA;1900.0;FACILITIES;NF 77 - BOLETO PARA 30/07;;;
402;17/07/2024;APROVADA;1857;5972;1372.0;5004238;17/07/2024;21506;NORMAL;REALIZADA;235.0;FACILITIES;NF 1372 - VENCIMENTO PARA 26/07;;;
24;17/07/2024;APROVADA;1857;5973;;4126;19/07/2024;21528;NORMAL;REALIZADA;500.0;FACILITIES;NF 399 - DEPOSITO PARA 30/07;;;
25;17/07/2024;APROVADA;1857;5975;;4126;19/07/2024;21529;NORMAL;REALIZADA;650.0;FACILITIES;NF 400 - DEPOSITO PARA 30/07;;;
1;17/07/2024;APROVADA;1857;5978;;525457;19/07/2024;21543;NORMAL;REALIZADA;3000.0;FACILITIES;NF 2784 - DEPOSITO PARA 01/08;;;
402;17/07/2024;APROVADA;1857;5979;;525457;19/07/2024;21544;NORMAL;REALIZADA;2000.0;FACILITIES;NF 2785 - DEPOSITO PARA 01/08;;;
1;17/07/2024;APROVADA;1857;5982;;525457;19/07/2024;21549;NORMAL;REALIZADA;800.0;FACILITIES;NF 2786 - DEPOSITO PARA 01/08;;;
841;17/07/2024;APROVADA;1857;5983;;525457;19/07/2024;21557;NORMAL;REALIZADA;900.0;FACILITIES;NF 2787 - DEPOSITO PARA 01/08;;;
607;17/07/2024;APROVADA;1857;5984;;525457;19/07/2024;21556;NORMAL;REALIZADA;180.0;FACILITIES;NF 2788 - DEPOSITO PARA 01/08;;;
2;17/07/2024;APROVADA;1857;5986;;525457;19/07/2024;21546;NORMAL;REALIZADA;250.0;FACILITIES;NF 2789 - DEPOSITO PARA 01/08;;;
605;17/07/2024;APROVADA;1857;5987;;525457;19/07/2024;21553;NORMAL;REALIZADA;180.0;FACILITIES;NF 2790 - DEPOSITO PARA 01/08;;;
30;17/07/2024;APROVADA;1857;5988;;525457;19/07/2024;21548;NORMAL;REALIZADA;1100.0;FACILITIES;NF 2791 - DEPOSITO PARA 01/08;;;
14;17/07/2024;APROVADA;1857;5989;;525457;19/07/2024;21545;NORMAL;REALIZADA;270.0;FACILITIES;NF 2792 - BOLETO PARA 01/08;;;
5;17/07/2024;APROVADA;1857;5990;;525457;19/07/2024;21551;NORMAL;REALIZADA;500.0;FACILITIES;NF 2794 - DEPOSITO PARA 01/8;;;
23;17/07/2024;APROVADA;1857;5991;;525457;19/07/2024;21547;NORMAL;REALIZADA;400.0;FACILITIES;NF 2795 - DEPOSITO PARA 01/08;;;
1;17/07/2024;APROVADA;1857;5997;2297.0;5005138;19/07/2024;21530;NORMAL;REALIZADA;350.0;FACILITIES;NF 2297 - BOLETO PARA 25/07;;;
1;17/07/2024;APROVADA;1857;5999;;525457;19/07/2024;21531;NORMAL;REALIZADA;998.16;FACILITIES;NF 8210 - BOLETO PARA 12/08;;;
2;17/07/2024;APROVADA;1857;6001;;534711;19/07/2024;21534;NORMAL;REALIZADA;470.0;FACILITIES;NF 34 - BOLETO PARA 30/07;;;
841;17/07/2024;APROVADA;1857;6002;;534711;19/07/2024;21535;NORMAL;REALIZADA;250.0;FACILITIES;NF 35 - BOLETO PARA 30/07;;;
1;17/07/2024;APROVADA;1857;6003;;534711;19/07/2024;21536;NORMAL;REALIZADA;950.0;FACILITIES;NF 36 - BOLETO PARA 30/07;;;
23;17/07/2024;APROVADA;1857;6010;;525457;19/07/2024;21532;NORMAL;REALIZADA;700.0;FACILITIES;NF 3 - DEPOSITO VIA PIX PARA 26/07;;;
13;17/07/2024;APROVADA;1857;6012;2178.0;5004238;19/07/2024;21538;NORMAL;REALIZADA;1997.0;FACILITIES;NF 2178 - DEPOSITO PARA 24/07;;;
11;18/07/2024;APROVADA;1857;6017;;525457;19/07/2024;21539;NORMAL;REALIZADA;2900.0;FACILITIES;NF 25 - DEPOSITO VIA PIX PARA 24/07;;;
821;18/07/2024;APROVADA;1857;6021;;705;19/07/2024;21540;NORMAL;REALIZADA;109.4;FACILITIES;NF 4784 - BOLETO PARA 24/07;;;
821;18/07/2024;APROVADA;1857;6026;35921.0;5013946;19/07/2024;21542;NORMAL;REALIZADA;155.5;403070000;NF 35921 - BOLETO PARA 07/08;;;
19;18/07/2024;APROVADA;1856;6027;670.0;5011747;26/07/2024;21649;NORMAL;PENDENTE;265.0;FACILITIES;LINK DO MATERIAL ENIVADO POR EMAIL;;;
11;18/07/2024;APROVADA;1857;6029;;534711;19/07/2024;21541;NORMAL;REALIZADA;3500.0;FACILITIES;NF 231 - DEPOSITO VIA PIX PARA 31/07;;;
1;18/07/2024;APROVADA;1856;6030;121452.0;5008492;24/07/2024;21622;NORMAL;PENDENTE;430.36;FACILITIES;SEGUIR O EMAIL;;;
1;19/07/2024;APROVADA;1856;6036;21141.0;5004508;23/07/2024;21617;NORMAL;PENDENTE;108.0;FACILITIES;LINK DO MODELO ENVIADO POR EMAIL;;;
1;19/07/2024;APROVADA;1857;6037;171.0;726896;22/07/2024;21571;NORMAL;REALIZADA;5280.0;FACILITIES;NF 171 - DEPOSITO PARA 26/07;;;
1;19/07/2024;APROVADA;1857;6040;1823858.0;5006241;22/07/2024;21580;NORMAL;REALIZADA;436.0;FACILITIES;NF 1823858 - VENCIMENTO PARA 16/08;;;
13;19/07/2024;APROVADA;1857;6042;;4126;22/07/2024;21572;NORMAL;REALIZADA;210.0;FACILITIES;NF 308 - DEPOSITO PARA 05/08;;;
1;19/07/2024;APROVADA;1856;6045;43.0;181627;29/07/2024;21644;ALTA;PENDENTE;10696.28;FACILITIES;SEGUIR EXATAMENETE A DESCRICAO ENVIADA NO EMAIL;;;
1;19/07/2024;APROVADA;1857;6046;585.0;5008861;22/07/2024;21570;NORMAL;REALIZADA;1460.0;FACILITIES;NF 585 - VENCIMENTO PARA 26/07;;;
13;22/07/2024;APROVADA;1857;6050;;623;22/07/2024;21589;NORMAL;REALIZADA;900.0;FACILITIES;NF 19 - DEPOSITO PARA 02/08;;;
841;22/07/2024;APROVADA;1857;6053;;623;26/07/2024;21657;NORMAL;REALIZADA;11715.0;FACILITIES;NF 89 - FORMA DE PAGAMENTO DESCRITA EM EMAIL.;;;
1;22/07/2024;APROVADA;1857;6054;51788.0;5006122;23/07/2024;21608;NORMAL;REALIZADA;856.0;FACILITIES;NF 51788 - BOLETO PARA 17/08;;;
1;22/07/2024;APROVADA;1857;6060;51790.0;5005778;23/07/2024;21602;NORMAL;REALIZADA;975.0;FACILITIES;NF 51790 - BOLETO PARA 17/08;;;
1;22/07/2024;APROVADA;1857;6061;;525457;23/07/2024;21609;NORMAL;REALIZADA;1169.24;FACILITIES;NF 72337 - BOLETO PARA 25/07;;;
23;22/07/2024;APROVADA;1856;6067;;623;23/07/2024;21604;NORMAL;REALIZADA;1.0;FACILITIES;NF 49 - PAGAMENTO PARA 29/07/2024;;;
1;23/07/2024;APROVADA;1856;6068;;692553;23/07/2024;21603;NORMAL;REALIZADA;1869.6;FACILITIES;NF 484134 - VENCIMENTO 24/07/2024;;;
1;23/07/2024;APROVADA;1856;6072;;727276;05/08/2024;21637;ALTA;PENDENTE;7928.16;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;23/07/2024;APROVADA;1856;6078;6972.0;5007818;09/08/2024;21740;NORMAL;PENDENTE;3240.0;FACILITIES;;;;
23;24/07/2024;APROVADA;1857;6083;;4126;26/07/2024;21658;NORMAL;REALIZADA;250.0;FACILITIES;NF 178 - DEPOSITO PARA 02/08;;;
605;24/07/2024;APROVADA;1857;6084;;4126;25/07/2024;21633;NORMAL;REALIZADA;110.38;FACILITIES;NF 30053 - BOLETO PARA 05/08;;;
607;24/07/2024;APROVADA;1857;6085;;4126;26/07/2024;21661;NORMAL;REALIZADA;110.0;FACILITIES;NF 30090 - BOLETO PARA 05/08;;;
30;24/07/2024;APROVADA;1857;6086;;4126;26/07/2024;21660;NORMAL;REALIZADA;696.0;FACILITIES;NF 30107 - BOLETO PARA 05/08;;;
14;24/07/2024;APROVADA;1857;6087;;4126;26/07/2024;21662;NORMAL;REALIZADA;110.38;FACILITIES;NF 29953 - BOLETO PARA 05/08;;;
2;24/07/2024;APROVADA;1857;6088;;4126;26/07/2024;21663;NORMAL;REALIZADA;165.57;FACILITIES;NF 30054 - BOLETO PARA 05/08;;;
